name,team,teamSlug,role,pma,pfc,pmaRange,pfcRange,slot,expectedTitolarita,expectedFantamedia,roleMantra,idFantacalcio,lastThreeYearTitolarity,lastFiveYearVotoBase,lastFiveYearFantamedia,lastFiveYearTitolarity,lastYearVotoBase,lastYearFantamedia,lastYearTitolarity,lastFiveMatchesVotoBase,lastFiveMatchesFantamedia,lastFiveMatchesTitolarity,currentSeasonVotoBase,currentSeasonFantamedia,currentSeasonTitolarity,playerStatus,penaltyProbability,freeKickProbability,unavailableUntilRound,fasciaFc,fasciaFr,svinc,commentoFr,africaUntilRound,position,modulo,coach,commentoFrTeam,rientroIncerto,newArrival,calciomercato,updatedAt,dpfcpma
KEVIN CARLOS,Cagliari,CAG,A,"28,2","33,7",22-36,26-43,4,86,"6,44",,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,B,30,0,0,TitLowCost,TitLowCost,"13,7", ,0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,6
AURELIO,Cagliari,CAG,D,"2,3",5,2-4,4-7,7,74,"6,16",,7548,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"98,2", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,3
MOLINA N.,Roma,ROM,D,"76,1","57,1",69-84,43-72,1,92,"6,41",,4998,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,"21,9","Crediamo che sia perfetto per le caratteristiche di gioco della Roma. Porta esperienza, qualità e crediamo anche qualche bonus.",0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-19
SCHMID,Frosinone,FRO,C,"10,1","6,7",8-14,6-9,6,84,"6,37",,7551,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,27,"Centrocampista offensivo dotato di ottima tecnica. Uomo assist più che uomo gol, ma potrebbe essere una scommessa low cost molto interessante.",0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-3
GRILLITSCH,Frosinone,FRO,C,"2,5",1,2-4,1-2,8,80,"5,97",,7550,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,72, ,0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
PENEV,Lecce,LEC,P,"1,9",1,2-3,1-2,3,20,5,,7557,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"92,9", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
OBRADOR,Sassuolo,SAS,D,"8,3","16,9",6-11,13-22,4,88,"6,15",,7329,0,0,0,0,"6,06","6,41","4210,53",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"44,3", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,9
ROMERO D.,Parma,PAR,A,"28,6","34,8",21-37,27-44,4,90,"6,4",,7554,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"35,9", ,0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,6
TERZIC,Frosinone,FRO,D,"2,7",1,3-4,1-2,8,84,"5,92",,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"84,5", ,0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
SPENCE,Inter,INT,D,"61,2","55,7",55-68,42-70,1,92,"6,4",,5982,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,"39,2","Finalmente l'Inter ha trovato il suo nuovo esterno destro. Caratteristiche molto diverse rispetto a Dumfries, ma giocando titolare nell'Inter, giocando da quinto ed essendo listato difensore non può che essere un Semitop.",0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-5
RADUNOVIC,Cagliari,CAG,P,"1,8",1,2-3,1-2,3,10,5,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"94,7", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
PISSERI,Frosinone,FRO,P,"1,8",1,2-3,1-2,3,45,"4,8",,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"99,1", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MILIK,Juventus,JUV,A,"2,9",1,3-4,1-2,6,51,"6,33",,2012,0,0,0,0,6,6,"526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"64,5", ,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
CISSÈ A.,Milan,MIL,C,"3,2",1,3-5,1-2,8,61,"6,12",,6618,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"78,5", ,0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
LONTANI,Parma,PAR,A,2,1,2-3,1-2,6,44,"5,9",,7561,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,84, ,0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
FORSON O.,Monza,MON,C,"1,9",1,2-3,1-2,8,54,"5,79",,6592,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,2", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
VICARIO,Juventus,JUV,P,107,"93,8",99-116,76-113,1,91,"5,47",,4964,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,Top,Top,"75,2",La Juventus ha finalmente il suo titolare in porta. Dopo una stagione particolare con il Totthenam è pronto a rimettersi in gioco e a dimostrare di essere un portiere importante. Semitop.,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-13
MORA,Roma,ROM,C,"74,1","80,2",63-87,65-97,2,86,"6,89",,7556,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"96,5","Occhio all'hype intorno al nome, perché è giovanissimo e anche nel Porto non sempre era titolare. Talento  importante senza dubbio, ma al Fantacalcio trattatelo come scommessa. ",0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,6
FAVASULI,Napoli,NAP,D,2,1,1-3,1-2,8,64,6,,7563,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"98,4", ,0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
DE MARTIS,Parma,PAR,A,"1,9",1,2-3,1-2,6,48,"5,83",,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"98,4", ,0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MONTIPÒ,Venezia,VEN,P,2,1,2-3,1-2,3,82,"4,13",,4957,0,0,0,0,"6,2","4,94","9210,53",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"98,7", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
MOREIRA,Milan,MIL,C,"56,2","75,9",44-69,61-92,2,92,"6,76",,6372,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"97,9", ,0,0,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,20
BLEVE,Lecce,LEC,P,0,1,0-0,1-2,3,28,5,,4468,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,0, ,0,0,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,0
OMAR FAYED,Frosinone,FRO,D,0,1,0-0,1-2,8,52,"5,66",,7553,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,0, ,0,0,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,0
